,company_names,rating_new,employer_size,industry,review,salaries,jobs,location
805,JoulestoWatts Business Solutions,4.1,1001 to 5000 Employees,Information Technology Support Services,411,342,8,4 office locations
806,ABC Ltd,4.1,1 to 50 Employees,N/A,339,333,--,"Headquarters in Bengaluru, India"
807,ams OSRAM,3.6,10000+ Employees,Electronics Manufacturing,1.4T,51,319,12 office locations
808,RM,3.6,1001 to 5000 Employees,Information Technology Support Services,486,172,74,5 office locations
809,Snowflake,4.0,5001 to 10000 Employees,Enterprise Software & Network Solutions,577,63,607,41 office locations
810,AMETEK,3.5,10000+ Employees,Electronics Manufacturing,861,94,614,23 office locations
811,Cairn Energy India,3.7,1001 to 5000 Employees,Energy & Utilities,354,356,--,"Headquarters in Gurgaon, India"
812,Polaris,3.8,10000+ Employees,Transportation Equipment Manufacturing,1.1T,93,78,17 office locations
813,Sharekhan,3.8,1001 to 5000 Employees,Investment & Asset Management,453,308,--,"Headquarters in Mumbai, India"
814,KSB,3.8,10000+ Employees,Machinery Manufacturing,527,206,125,2 office locations
815,GP Strategies,3.5,1001 to 5000 Employees,Business Consulting,938,95,95,23 office locations
816,Enfusion,4.1,1001 to 5000 Employees,Enterprise Software & Network Solutions,324,204,10,9 office locations
817,CALVIN KLEIN,3.7,10000+ Employees,"Department, Clothing & Shoe Stores",1.6T,64,36,9 office locations
818,Veeva Systems,3.8,5001 to 10000 Employees,Enterprise Software & Network Solutions,1.1T,35,758,13 office locations
819,Ribbon Communications,3.7,Unknown,Enterprise Software & Network Solutions,412,283,24,"Headquarters in Fremont, United States"
820,Zalando,3.6,10000+ Employees,Internet & Web Services,2.7T,4,--,8 office locations
821,Polestar Solutions & Services India,4.4,201 to 500 Employees,Information Technology Support Services,334,298,--,"Headquarters in Noida, India"
822,Taylor & Francis Group,3.7,1001 to 5000 Employees,Publishing,610,102,30,15 office locations
823,TCS e-Serve International,3.8,5001 to 10000 Employees,Information Technology Support Services,415,308,4,"Headquarters in Mumbai, India"
824,B. Braun,3.7,201 to 500 Employees,Biotech & Pharmaceuticals,1.4T,73,822,8 office locations
825,Dana Incorporated,3.6,10000+ Employees,Transportation Equipment Manufacturing,1.2T,96,837,6 office locations
826,Halodoc,3.8,501 to 1000 Employees,Healthcare Services & Hospitals,301,171,--,2 office locations
827,EMIS Group,4.1,1001 to 5000 Employees,Internet & Web Services,419,188,17,6 office locations
828,ZeMoSo,4.0,201 to 500 Employees,Internet & Web Services,291,355,1,"Headquarters in Hyderābād, India"
829,CarWale,4.1,201 to 500 Employees,Internet & Web Services,274,345,21,2 office locations
830,NEC Software Solutions (India),4.0,1001 to 5000 Employees,Information Technology Support Services,376,352,66,2 office locations
831,Genius Consultants,4.2,201 to 500 Employees,HR Consulting,240,579,--,5 office locations
832,RS Software,3.7,201 to 500 Employees,Information Technology Support Services,278,167,--,"Foster City, CA"
833,Godrej Infotech,3.7,501 to 1000 Employees,Information Technology Support Services,328,310,3,"Godrej Infotech Limited Plant 10, Pirojshanagar, Vikhroli West, Mumbai, Maharashtra  "
834,ATMECS,3.8,501 to 1000 Employees,Information Technology Support Services,317,298,--,"Headquarters in Hyderābād, India"
835,Karur Vysya Bank,3.8,5001 to 10000 Employees,Banking & Lending,351,406,--,"Headquarters in Karūr, India"
836,J. Walter Thompson Worldwide,4.0,5001 to 10000 Employees,Advertising & Public Relations,962,79,--,9 office locations
837,The Himalaya Drug Company,3.7,5001 to 10000 Employees,Biotech & Pharmaceuticals,427,351,2,Dubai Airport Freezone  
838,IDC (International Data Corporation),3.9,1001 to 5000 Employees,Information Technology Support Services,711,105,5,2 office locations
839,FTI Consulting,4.0,5001 to 10000 Employees,Business Consulting,2.1T,41,172,25 office locations
840,Silver Touch Technologies,3.9,1001 to 5000 Employees,Information Technology Support Services,471,333,5,"Headquarters in Ahmedabad, India"
841,Algoworks Technologies,4.1,201 to 500 Employees,Information Technology Support Services,336,317,12,"Headquarters in Noida, India"
842,Kumaran Systems,3.6,501 to 1000 Employees,Computer Hardware Development,307,296,16,5 office locations
843,IDFC FIRST Bharat,4.6,501 to 1000 Employees,N/A,451,341,--,"Headquarters in Trichy, India"
844,EisnerAmper,3.6,1001 to 5000 Employees,Accounting & Tax,638,118,414,22 office locations
845,Tableau Software,3.9,1001 to 5000 Employees,Enterprise Software & Network Solutions,1.2T,95,--,20 office locations
846,Mashreq,3.6,501 to 1000 Employees,Investment & Asset Management,605,195,--,"1st Floor, Phase 1 Kalyani Platina, No. 24, EPIP Zone 2, Whitefield "
847,The Jaypee Group,3.7,10000+ Employees,Advertising & Public Relations,421,320,--,"Headquarters in Noida, India"
848,Sagility,3.7,10000+ Employees,Information Technology Support Services,341,220,175,5 office locations
849,Ameyo,3.7,201 to 500 Employees,Enterprise Software & Network Solutions,335,348,--,2 office locations
850,Qlik,3.7,1001 to 5000 Employees,Enterprise Software & Network Solutions,1T,66,104,18 office locations
851,ObjectWin Technology,3.7,Unknown,"Staffing, Recruitment & Subcontracting",261,115,--,3 office locations
852,Keka HR,3.9,51 to 200 Employees,Enterprise Software & Network Solutions,272,368,3,"Headquarters in Hyderābād, India"
853,Amazon Prime Now,3.5,1 to 50 Employees,Grocery Stores,1.1T,126,14.6T,"Seattle, WA"
854,TiVo,3.7,1001 to 5000 Employees,Computer Hardware Development,587,124,--,10 office locations
855,Diaspark,3.5,501 to 1000 Employees,Information Technology Support Services,203,81,2,4 office locations
856,Pyramid Consulting,4.0,1001 to 5000 Employees,HR Consulting,1.9T,405,108,28 office locations
857,Cleartrip,4.0,501 to 1000 Employees,Travel Agencies,325,295,--,2 office locations
858,Presidio,3.9,1001 to 5000 Employees,Information Technology Support Services,740,122,79,13 office locations
859,americanas s.a.,3.9,10000+ Employees,Other Retail Shops,10.7T,6,286,"Headquarters in Rio de Janeiro, Brazil"
860,Telenor,4.1,10000+ Employees,Telecommunications Services,1.3T,79,7,3 office locations
861,Boeing,3.8,1001 to 5000 Employees,N/A,681,97,--,"Headquarters in New Delhi, India"
862,Startup Germany,4.2,1 to 50 Employees,N/A,404,252,--,"Headquarters in Berlin, Germany"
863,Mouser Electronics,4.0,1001 to 5000 Employees,Electronics Manufacturing,543,135,66,24 office locations
864,Power Grid Corporation of India,4.3,5001 to 10000 Employees,Energy & Utilities,386,357,--,"Headquarters in Gurgaon, India"
865,MoEngage,4.2,501 to 1000 Employees,Enterprise Software & Network Solutions,254,314,45,6 office locations
866,bebo Technologies,3.6,501 to 1000 Employees,Computer Hardware Development,376,284,5,2 office locations
867,Ensono,4.2,1001 to 5000 Employees,Information Technology Support Services,477,158,116,12 office locations
868,TVS,4.0,5001 to 10000 Employees,Accounting & Tax,361,346,--,5 office locations
869,Penguin Random House ,3.9,1001 to 5000 Employees,Publishing,1.3T,62,115,7 office locations
870,Odoo,3.9,1001 to 5000 Employees,Enterprise Software & Network Solutions,826,74,184,6 office locations
871,Intersoft Data Labs,3.7,501 to 1000 Employees,Information Technology Support Services,343,289,17,2 office locations
872,SunTrust,3.9,10000+ Employees,Banking & Lending,3.3T,33,3,39 office locations
873,Ace Hardware,3.8,1001 to 5000 Employees,Home Furniture & Housewares Stores,3.3T,51,3T,2200 Kensington Court 
874,SoCtronics,3.9,51 to 200 Employees,Computer Hardware Development,347,358,--,"Headquarters in Hyderābād, India"
875,NTT Corporation,3.5,10000+ Employees,"Cable, Internet & Telephone Providers",743,141,120,"Headquarters in Tokyo, Japan"
876,Mobiquity,4.1,501 to 1000 Employees,Information Technology Support Services,416,186,8,8 office locations
877,Eximius Design,3.7,1001 to 5000 Employees,Computer Hardware Development,238,183,1,"Bengaluru, KA"
878,Milestone Technologies,3.8,1001 to 5000 Employees,Information Technology Support Services,854,81,50,16 office locations
879,AppViewX,3.8,501 to 1000 Employees,Enterprise Software & Network Solutions,251,257,8,7 office locations
880,Alembic Pharmaceutical,3.8,201 to 500 Employees,Biotech & Pharmaceuticals,340,403,10,"Headquarters in Vadodara, India"
881,Jaipur Rugs,4.4,501 to 1000 Employees,Textile & Apparel Manufacturing,381,237,--,6 office locations
882,Bell,3.8,10000+ Employees,"Cable, Internet & Telephone Providers",5.9T,21,128,25 office locations
883,Imperial College London,4.3,5001 to 10000 Employees,Colleges & Universities,3.3T,49,141,5 office locations
884,Nothing Bundt Cakes,3.6,201 to 500 Employees,Food & Beverage Stores,1.4T,91,525,"Headquarters in Addison, United States"
885,GCMMF,3.8,1001 to 5000 Employees,Wholesale,392,318,2,10 office locations
886,RELX,4.1,10000+ Employees,Information Technology Support Services,757,109,706,24 office locations
887,Aarti Industries,4.0,1001 to 5000 Employees,Chemical Manufacturing,333,419,57,"Headquarters in Mumbai, India"
888,ZestMoney,4.3,201 to 500 Employees,Banking & Lending,301,381,--,2 office locations
889,A B C Company,3.9,501 to 1000 Employees,N/A,482,143,--,"Headquarters in Hyderābād, India"
890,Rapido,3.9,501 to 1000 Employees,Information Technology Support Services,312,394,1,"Bengaluru, KA"
891,Thomas Cook,3.9,10000+ Employees,Travel Agencies,1.2T,89,--,17 office locations
892,6sense,4.4,501 to 1000 Employees,Enterprise Software & Network Solutions,417,121,21,7 office locations
893,Seclore Technology,4.4,201 to 500 Employees,Enterprise Software & Network Solutions,174,189,27,5 office locations
894,Foxconn,3.7,Unknown,Electronics Manufacturing,1.4T,66,13,4 office locations
895,Poly,3.8,5001 to 10000 Employees,Electronics Manufacturing,980,96,1,5 office locations
896,Reputation,4.3,501 to 1000 Employees,Enterprise Software & Network Solutions,403,148,24,7 office locations
897,SYSTRA,4.1,5001 to 10000 Employees,Rail Transportation,698,140,651,10 office locations
898,Nothing Something,4.0,1 to 50 Employees,N/A,229,417,--,"Headquarters in San Francisco, United States"
899,Diversey,3.8,5001 to 10000 Employees,Chemical Manufacturing,698,124,288,3 office locations
900,Oracle,3.8,10000+ Employees,Enterprise Software & Network Solutions,52.9T,21.3T,3.9T,44 office locations
901,PwC,3.9,1001 to 5000 Employees,Accounting & Tax,81T,13.4T,22.5T,75 office locations
902,Teleperformance,4.7,10000+ Employees,Telecommunications Services,59.9T,9.5T,2.3T,39 office locations
903,Microsoft,4.3,10000+ Employees,Computer Hardware Development,53.8T,11.3T,3.9T,60 office locations
904,Tech Mahindra,3.6,10000+ Employees,Information Technology Support Services,34.5T,28T,224,30 office locations
905,KPMG,3.8,10000+ Employees,Business Consulting,61.6T,12.1T,11T,27 office locations
906,Google,4.4,10000+ Employees,Internet & Web Services,50.6T,10.1T,1.6T,"Headquarters in Mountain View, United States"
907,Dell Technologies,4.3,10000+ Employees,Information Technology Support Services,35.8T,10.9T,197,25 office locations
908,Cisco Systems,4.4,10000+ Employees,Enterprise Software & Network Solutions,33.4T,8.8T,312,25 office locations
909,Wells Fargo,3.6,10000+ Employees,Banking & Lending,49.6T,6T,2.3T,26 office locations
910,Molecular Connections,3.7,1001 to 5000 Employees,Healthcare Services & Hospitals,310,287,30,3 office locations
911,Vanguard,3.7,10000+ Employees,Investment & Asset Management,5.8T,20,290,24 office locations
912,MassMutual,3.8,5001 to 10000 Employees,Insurance Carriers,2.5T,41,167,6 office locations
913,Quest Software,3.7,1001 to 5000 Employees,Enterprise Software & Network Solutions,1.1T,113,28,22 office locations
914,Quotient,3.7,501 to 1000 Employees,Advertising & Public Relations,406,153,--,7 office locations
915,Sagitec Solutions,3.9,501 to 1000 Employees,Software Development,308,182,10,3 office locations
916,Doubletree By Hilton,3.6,5001 to 10000 Employees,Hotels & Resorts,1.9T,56,917,25 office locations
917,Integrated Resources,4.1,201 to 500 Employees,HR Consulting,363,160,29,10 office locations
918,Citizens,3.6,10000+ Employees,Banking & Lending,4.3T,21,356,32 office locations
919,Nagravision,4.0,501 to 1000 Employees,Broadcast Media,384,229,5,"Headquarters in Cheseaux-sur-Lausanne, Switzerland"
920,VMLY&R,3.7,5001 to 10000 Employees,Advertising & Public Relations,1.1T,78,58,"Headquarters in Kansas City, United States"
921,Terex Corporation,4.0,5001 to 10000 Employees,Machinery Manufacturing,942,84,365,52 office locations
922,Opera Solutions,3.5,201 to 500 Employees,Business Consulting,355,162,--,"Headquarters in Jersey City, United States"
923,Amtex Systems,4.1,1001 to 5000 Employees,Information Technology Support Services,297,129,--,"Headquarters in Bowling Green, United States"
924,Nexteer Automotive,3.6,10000+ Employees,Transportation Equipment Manufacturing,775,112,38,3 office locations
925,Iksula,4.0,501 to 1000 Employees,Internet & Web Services,346,303,--,3 office locations
926,RE/MAX,4.2,10000+ Employees,Real Estate,3.2T,37,816,26 office locations
927,QAD,4.0,1001 to 5000 Employees,Enterprise Software & Network Solutions,532,127,61,31 office locations
928,Great Clips,3.7,201 to 500 Employees,Beauty & Wellness,3.7T,27,18.7T,26 office locations
929,Vitesco Technologies,4.1,10000+ Employees,Transportation Equipment Manufacturing,700,139,3.4T,"Headquarters in Regensburg, Germany"
930,Mitsogo,3.7,201 to 500 Employees,Enterprise Software & Network Solutions,177,247,16,3 office locations
931,Trantor,3.6,1001 to 5000 Employees,Enterprise Software & Network Solutions,356,315,--,5 office locations
932,ECIL,4.0,1001 to 5000 Employees,Electronics Manufacturing,416,299,--,"Headquarters in Hyderābād, India"
933,Yum! Brands,4.1,10000+ Employees,Restaurants & Cafes,760,102,98,4 office locations
934,Cambridge University Press & Assessment,3.9,5001 to 10000 Employees,Education Support & Training Services,1T,59,67,4 office locations
935,Bizongo,3.6,201 to 500 Employees,Information Technology Support Services,305,327,28,3 office locations
936,FourKites,3.9,501 to 1000 Employees,Enterprise Software & Network Solutions,248,248,--,2 office locations
937,Etisalat,3.7,10000+ Employees,Telecommunications Services,1.6T,38,7,"Headquarters in Abu Dhabi, United Arab Emirates"
938,GAIN Credit (formerly Global Analytics),3.5,201 to 500 Employees,Banking & Lending,264,310,3,3 office locations
939,Dream11,3.8,501 to 1000 Employees,Sports & Recreation,244,335,--,"12th & 14th floor, Wing A, One BKC, Bandra East, Mumbai. "
940,Resideo,4.1,10000+ Employees,Computer Hardware Development,565,149,153,29 office locations
941,HackerRank,3.8,201 to 500 Employees,Information Technology Support Services,275,231,11,3 office locations
942,embedUR systems,3.6,201 to 500 Employees,Enterprise Software & Network Solutions,189,156,7,3 office locations
943,Extentia,3.8,501 to 1000 Employees,Information Technology Support Services,272,265,5,2 office locations
944,Apps Associates,4.1,1001 to 5000 Employees,Information Technology Support Services,310,178,23,5 office locations
945,63 moons technologies,3.6,501 to 1000 Employees,Information Technology Support Services,364,301,4,"Headquarters in Mumbai, India"
946,Prochant,4.7,201 to 500 Employees,N/A,445,317,4,2 office locations
947,Elektrobit,4.1,1001 to 5000 Employees,Enterprise Software & Network Solutions,451,143,11,22 office locations
948,Efftronics Systems,3.7,501 to 1000 Employees,Computer Hardware Development,236,174,--,2 office locations
949,Danaher,3.9,10000+ Employees,Biotech & Pharmaceuticals,797,76,29,144 office locations
950,Yext,4.1,1001 to 5000 Employees,Internet & Web Services,790,23,39,10 office locations
951,Hurix,3.5,501 to 1000 Employees,Enterprise Software & Network Solutions,285,303,43,3 office locations
952,Gilbarco Veeder-Root,3.8,1001 to 5000 Employees,Machinery Manufacturing,547,152,6,6 office locations
953,Lister Technologies,4.1,201 to 500 Employees,Information Technology Support Services,288,285,--,"8th Floor, Block A, Global Infocity Park, Dr. MGR Road, Perungudi "
954,Terralogic,3.7,1001 to 5000 Employees,Enterprise Software & Network Solutions,351,261,12,"Headquarters in San Jose, United States"
955,Genpact Process Solutions,3.9,1001 to 5000 Employees,Information Technology Support Services,373,248,9,5 office locations
956,Foodhub,4.2,1001 to 5000 Employees,Information Technology Support Services,237,206,10,DLF Cybercity 
957,Grail Insights,3.6,201 to 500 Employees,Research & Development,267,314,9,3 office locations
